Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0788,Anganwadi,"Car Detailing, Auto Workshops & Accessories",608  Bhalswa,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0789,Gurunanak Battery haues,"Car Detailing, Auto Workshops & Accessories",A/20 Outer Ring Road,901,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0791,Guru Nanak Battery House,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.723, Lon: 77.166)",110085,"Rohini, Delhi",+91-9899-300-294;+91-9899-301964;+91-88264-09836,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0808,VIP Motors,"Car Detailing, Auto Workshops & Accessories",F2 Shivaji Road Adarsh Nagar Extension,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0813,Tyre and Wheel Station,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.731, Lon: 77.159)",110085,"Rohini, Delhi",+91-98118-46444;+91-91360-27071,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0829,Nath Animal Care Centre,"Car Detailing, Auto Workshops & Accessories",A-743;A-744  Bhalswa Dairy,110042,"Rohini, Delhi",+91-92120-22459;+91-87509-04000,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0840,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.744, Lon: 77.159)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0841,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.745, Lon: 77.159)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0842,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.746, Lon: 77.159)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0850,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.747, Lon: 77.160)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0859,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.749, Lon: 77.155)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0870,Anganwadi,"Car Detailing, Auto Workshops & Accessories","Rohini Commercial Hub (Near Lat: 28.747, Lon: 77.161)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.0 - 18.0 Lakhs/mo,"Rs. 5,000 - 55,000",Managing Director / Workshop Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti AutoLuxe Portal: Ceramic coating & PPF video showcase, slot booking system, and high-ticket customer conversion funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
