Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0634,Beauty Adore by Mahi,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.724, Lon: 77.166)",110085,"Rohini, Delhi",+91-828786-7168,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0636,Smart Looks,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.723, Lon: 77.166)",110085,"Rohini, Delhi",+91 98991 90184,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0737,Himanshu Hairdresser,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.714, Lon: 77.179)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0753,Beauty Blush,"Luxury Salons, Beauty & Spas",A-3  Majlis Park,110033,"Rohini, Delhi",+91-95994-42046,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0782,Ahana Beauty Parlour,"Luxury Salons, Beauty & Spas",147  Bhalaswa Dairy,110042,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0822,Bablu Hair Cutting Saloon,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.753, Lon: 77.163)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0825,Art of Scissor,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.741, Lon: 77.166)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0827,Nice Look Hair Salon,"Luxury Salons, Beauty & Spas",479  Bhalaswa Dairy,110042,"Rohini, Delhi",+91-84470-24623,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0848,Gudiya Ji Refrigeration,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.742, Lon: 77.161)",110085,"Rohini, Delhi",+91-96436-67989;+91-88659-18068,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0856,Nancy,"Luxury Salons, Beauty & Spas",D-31 Bhagat Singh Marg Adarsh Nagar,110033,"Rohini, Delhi",+91-97118-95385,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0857,The Glitter Girls,"Luxury Salons, Beauty & Spas",B-284 Gali Number 2 Adarsh Nagar,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0903,New Unique Salon,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.745, Lon: 77.160)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0932,Thakur Saloon,"Luxury Salons, Beauty & Spas",399;400  Bhalaswa Dairy,110085,"Rohini, Delhi",+91-99589-38462,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0959,The Glam Studio,"Luxury Salons, Beauty & Spas",Bhalswa Dairy,110085,"Rohini, Delhi",+91-95401-23696;+91-98713-32583,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0960,Chowpatty Juice and Ice Cream Parlour,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.742, Lon: 77.166)",110085,"Rohini, Delhi",+91-79884-14657,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0963,Shine Beauty Parlour,"Luxury Salons, Beauty & Spas",55 Guru Nanak Gali,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0971,Giriraj Motors,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.714, Lon: 77.180)",110085,"Rohini, Delhi",+91-98182-03070;+91-99907-31998,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1036,Vogs Unisex Salon,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.109)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,Mo-Su 09:00-21:00,"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1038,Modern Makeover Studio,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.110)",110085,"Rohini, Delhi",+91-98117-07464,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1043,Ena Makeovers Salon and Academy,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.737, Lon: 77.110)",110085,"Rohini, Delhi",+91-93184-24341,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1055,Saloni Creations,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.735, Lon: 77.110)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1067,Aarya Beauty Parlour,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.110)",110085,"Rohini, Delhi",+91-97167-85346;+91-79828-92522,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1070,Ok Man's Salon,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.739, Lon: 77.124)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1095,BioWave,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.711, Lon: 77.136)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1184,FS Fancy Store,"Luxury Salons, Beauty & Spas",H-1/78 Block-H North Delhi,110086,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,8,"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1197,Jawed Habib,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.712, Lon: 77.136)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1203,Coolcut,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.721, Lon: 77.137)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1205,Nail'd It,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.714, Lon: 77.130)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1325,Time Less,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.708, Lon: 77.124)",110085,"Rohini, Delhi",8527608439,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1355,The Cuts Studio,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.708, Lon: 77.124)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1362,FNT Nail studio,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.709, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1374,Palak makeup Studio,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.707, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1393,Care N Cut,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.706, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1402,Essentiae,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.709, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1405,Hare Krishna Nail Studio,"Luxury Salons, Beauty & Spas",Pradeep Bhatia Marg,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1412,Indica Makeover Studio,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.708, Lon: 77.126)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1416,Misaki,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.708, Lon: 77.125)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1425,Baskin-Robbins,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.707, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1483,Lussh Nails,"Luxury Salons, Beauty & Spas","Rohini Commercial Hub (Near Lat: 28.721, Lon: 77.131)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 5.5 - 18.0 Lakhs/mo,"Rs. 1,500 - 25,000",Studio Owner / Lead Stylist,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti Glamour Suite: Interactive bridal lookbook, direct rate-card booking, and zero-commission slot reservations.",HOT (Zero Web Presence / High Revenue),Uncontacted
