Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0075,Sewa Grand,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.691, Lon: 77.120)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0076,Foodpanda,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.688, Lon: 77.122)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0077,Keswi,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.688, Lon: 77.122)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0078,NCR,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.688, Lon: 77.121)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0079,Punjabi's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.688, Lon: 77.121)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0093,Shake square,"Banquets, Restaurants & Event Catering","Shop No 2 JD24A, PitamPura",110089,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0114,McDonald's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.717, Lon: 77.114)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0140,Brij Hub,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.121)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0141,Bikaneri Sweets Corner,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.121)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0144,Aggarwal Sweets Corner,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.739, Lon: 77.125)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0146,Green Chick Chop,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.737, Lon: 77.129)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0160,Kohli Cafe,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.739, Lon: 77.135)",110085,"Rohini, Delhi",+919999137953,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0161,Onkar Cafe,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.739, Lon: 77.135)",110085,"Rohini, Delhi",+919213333670,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0166,Garg's Veggie Point,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.740, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0188,Sandoz B2,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.683, Lon: 77.147)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0202,McDonald's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.692, Lon: 77.153)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0203,Cafe Coffee Day,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.693, Lon: 77.153)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0204,Haldiram's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.693, Lon: 77.153)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0367,TMR Samosa,"Banquets, Restaurants & Event Catering",Shop No 2 JD21A Pitampura,110089,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0374,Grand Celebration Party Hub,"Banquets, Restaurants & Event Catering",7/D34 Road no. 42,110034,"Rohini, Delhi",+91 98911 28518,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0386,Zaika,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.728, Lon: 77.129)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 09:45-22:15,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0388,Diet Zone,"Banquets, Restaurants & Event Catering","308, Amba Tower, 3rd Floor DC Chowk",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0389,Bansi Vala,"Banquets, Restaurants & Event Catering",Avantika Road,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 06:00-23:00,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0390,Kadai Dhudh,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.710, Lon: 77.113)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0393,Puri Bakers,"Banquets, Restaurants & Event Catering","17 Shyamji Krishna Varma Marg, Engineers Enclave, Harsh Vihar",110085,"Rohini, Delhi",011 4558 9556,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 10:00-22:00,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0394,Prakash Ji Bakers,"Banquets, Restaurants & Event Catering","13 Vasundhara Lane, Rajapur, Pocket 40",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 09:30-22:00,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0395,Bansal Sweets,"Banquets, Restaurants & Event Catering","6 JD Market, Vaishali",110085,"Rohini, Delhi",098102 69800,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 08:00-22:00,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0403,My Shop,"Banquets, Restaurants & Event Catering","f-24/68 HL Parwana Road, sector 7, rohini",110085,"Rohini, Delhi",7404526162,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,Mo-Su 00:00-22:00,"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0405,Apni Rasoi,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.692, Lon: 77.178)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0406,Domino's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.692, Lon: 77.178)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0407,Bablu Kebab Shop,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.692, Lon: 77.178)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0412,Sonu cyber cafe,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.683, Lon: 77.169)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0423,Sandoz Ashok Vihar,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.692, Lon: 77.176)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0427,Master Cakes and Sweets,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.693, Lon: 77.173)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0428,Masters fast food center,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.693, Lon: 77.173)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0433,McDonald's,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.674, Lon: 77.170)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0434,Pandit Parantha,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.696, Lon: 77.180)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0435,Wah ji Wah Chaanp,"Banquets, Restaurants & Event Catering","Rohini Commercial Hub (Near Lat: 28.696, Lon: 77.180)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 10.0 - 35.0 Lakhs/mo,"Rs. 50,000 - 5,00,000",General Manager / Banquet Head,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti GrandEvent Portal: 360-degree virtual walkthrough, interactive menu package builder, and direct wedding consultation booking.",HOT (Zero Web Presence / High Revenue),Uncontacted
