Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1012,Dr. Chhabra Child & Adolescent Care Clinic,Dental & Healthcare Clinics,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 7.0 - 13.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (576 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9885 910 129,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1013,ClearVision Eye Care & Retinal Laser Centre,Dental & Healthcare Clinics,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 13.0 - 15.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (297 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9834 696 506,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1014,Aura Glow Dermatology & Hair Clinic,Dental & Healthcare Clinics,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 18.0 - 21.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (554 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9843 489 184,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1015,Shree Ram Homeo Care & Chronic Wellness,Dental & Healthcare Clinics,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 8.0 - 10.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (534 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9832 369 326,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1016,Dr. Kapoor Cardio-Diabetic Care Centre,Dental & Healthcare Clinics,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (458 Reviews),No Website (Only Justdial & Google Map listing),Doctors / Chief Medical Consultants,+91 9839 984 127,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1017,Care Plus Pediatric & Vaccination Centre,Dental & Healthcare Clinics,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.9 Stars (254 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9827 406 904,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1018,Dr. Singhal Urology & Kidney Care,Dental & Healthcare Clinics,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 13.0 - 18.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (404 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9839 758 233,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1019,Rohini Spine & Neuro Rehabilitation Clinic,Dental & Healthcare Clinics,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 12.0 - 14.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (116 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9819 264 923,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1020,Pulse Health Diagnostics & Pathology Lab,Dental & Healthcare Clinics,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 12.0 - 16.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.9 Stars (58 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9855 664 860,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1021,Radiant Face & Laser Skin Clinic,Dental & Healthcare Clinics,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 14.0 - 16.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.6 Stars (602 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9828 986 381,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1022,The Tooth Doctors Multispecialty Centre,Dental & Healthcare Clinics,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 18.0 - 20.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (230 Reviews),No Website (Only Justdial & Google Map listing),Doctors / Chief Medical Consultants,+91 9815 238 802,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1023,Dr. Ahuja Gastro & Liver Health Care,Dental & Healthcare Clinics,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 8.0 - 14.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (274 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9868 795 617,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1024,Aanchal Maternity & Laparoscopy Centre,Dental & Healthcare Clinics,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 15.0 - 17.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (670 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9821 848 234,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1025,Om Spine & Physiotherapy Rehabilitation Hub,Dental & Healthcare Clinics,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 15.0 - 19.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.6 Stars (171 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9851 520 478,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1026,Dr. Mehra Dental Studio & Smile Architecture,Dental & Healthcare Clinics,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 14.0 - 20.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.7 Stars (282 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9850 931 573,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1027,Shanti Devi Memorial Polyclinic,Dental & Healthcare Clinics,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 6.0 - 9.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (312 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9843 521 559,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1028,Arogyam Ayurvedic Panchakarma & Spine Centre,Dental & Healthcare Clinics,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 14.0 - 19.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.7 Stars (545 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9844 768 985,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1029,Dr. Taneja Eye Hospital & Lasik Centre,Dental & Healthcare Clinics,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 18.0 - 22.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (426 Reviews),No Website (Only Justdial & Google Map listing),Doctors / Chief Medical Consultants,+91 9888 398 689,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1030,Heal & Cure Advanced Pain Management Clinic,Dental & Healthcare Clinics,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 17.0 - 19.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (451 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9856 817 142,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1031,Prime Cure Diabetes & Lifestyle Reversal Centre,Dental & Healthcare Clinics,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 14.0 - 18.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.6 Stars (327 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9837 304 263,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1032,Saraswati Dental & Orthodontic Hub,Dental & Healthcare Clinics,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 13.0 - 15.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.6 Stars (50 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9840 847 685,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1033,Dr. Anand Child Health & Neonatal Care,Dental & Healthcare Clinics,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 11.0 - 13.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (588 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9881 144 128,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1034,Rohini Diagnostic Imaging & Digital X-Ray,Dental & Healthcare Clinics,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 6.0 - 8.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (173 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9887 831 411,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1035,Lotus Skin Clinic & Hair Transplant Centre,Dental & Healthcare Clinics,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 17.0 - 21.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (85 Reviews),No Website (Only Justdial & Google Map listing),Doctors / Chief Medical Consultants,+91 9828 908 190,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1036,Dr. Sharma's Homeopathic Healing Haven,Dental & Healthcare Clinics,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 11.0 - 16.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.9 Stars (250 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9862 571 980,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1037,Dr. Bansal Thyroid & Hormone Clinic,Dental & Healthcare Clinics,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 8.0 - 13.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (260 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9854 215 733,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1038,LifeCare Physio & Sports Injury Recovery,Dental & Healthcare Clinics,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 11.0 - 16.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (259 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9862 902 202,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1039,Medica Heart & Vascular Consultation Centre,Dental & Healthcare Clinics,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 17.0 - 21.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (213 Reviews),No Website (Only IndiaMART / Sulekha listing),Doctors / Chief Medical Consultants,+91 9873 366 756,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1040,Smile Spark Pediatric & Adult Dentistry,Dental & Healthcare Clinics,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 11.0 - 14.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.7 Stars (538 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9864 368 140,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1041,"Dr. Mittal Allergy, Asthma & Chest Clinic",Dental & Healthcare Clinics,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 7.0 - 12.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (388 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9830 431 443,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
