Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0693,Krishna Shamiana House,"Interior Design, Modular Kitchens & Furnishings",B-275 Gali #11 Indra Nagar,110033,"Rohini, Delhi",+91-98100-85536;+91-95555-10055,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0734,Mohan Tent House,"Interior Design, Modular Kitchens & Furnishings",11  Azadpur,110033,"Rohini, Delhi",+91-9899-888-370,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0735,Vishal Furnishers,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.715, Lon: 77.177)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0849,Foreman Glass Fitting,"Interior Design, Modular Kitchens & Furnishings",Shani Bazar Road Bhalaswa Dairy,110042,"Rohini, Delhi",+91-93104-06219;+91-93509-55913;+91-87008-21139,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0897,Pratibha Trading Co.,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.758, Lon: 77.174)",110085,"Rohini, Delhi",+91-98102-62050;+91-807-606-4862,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0904,Parnami Furniture and Cycles,"Interior Design, Modular Kitchens & Furnishings",86/1,110033,"Rohini, Delhi",+91-96549-02123,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0966,Shekhar Building Material and Hardware,"Interior Design, Modular Kitchens & Furnishings",Gali Number 12 Swaroop Nagar,110085,"Rohini, Delhi",+91-92137-95206;+91-92126-83830,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0970,Balaji Hardware,"Interior Design, Modular Kitchens & Furnishings",Gali Number 12,110042,"Rohini, Delhi",+91-92686-75828;+91-9999-22-3830,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1136,Amit Glass,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.743, Lon: 77.150)",110085,"Rohini, Delhi",+91-98111-96996,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1149,The Golden By Shakti Tent and decorators,"Interior Design, Modular Kitchens & Furnishings",Doctor KN Katju Marg,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,https://weds.guru/pro/golden/,Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",Warm (Needs Modern Revamp),Uncontacted
SST-REAL-ROH-1161,Gard Plywood & Timber,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.731, Lon: 77.088)",110085,"Rohini, Delhi",+917988595029,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1218,Woodland,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.724, Lon: 77.113)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1246,Sial Kitchen,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.709, Lon: 77.132)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1264,Wong Kitchen,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.715, Lon: 77.119)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1312,Haryana Plywood Center,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.708, Lon: 77.124)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1490,Jagdamba Hydraulics And Pneumatics,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.730, Lon: 77.160)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1495,Woodland,"Interior Design, Modular Kitchens & Furnishings","Rohini Commercial Hub (Near Lat: 28.706, Lon: 77.123)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1882,Baal Rasoi,"Interior Design, Modular Kitchens & Furnishings",Swaroop Nagar,110042,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 12.0 - 45.0 Lakhs/mo,"Rs. 1,50,000 - 10,00,000",Managing Partner / Principal Designer,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti 3D Portfolio Portal: High-speed project visualizer, kitchen cost estimator, and exclusive organic Google lead funnel.",HOT (Zero Web Presence / High Revenue),Uncontacted
